,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
5325,said geez relax monnnnn,0,2,negative,1588,17
5326,know maybe best never got,1,4,neutral,1589,0
5327,yeah kinda make one night special know technically still,0,4,neutral,1589,1
5328,gon na go bathroom maybe see bit,1,4,neutral,1589,2
5329,mean giant like five year younger know think ever get,1,4,neutral,1590,5
5330,mean way make taller know,1,4,neutral,1590,10
5331,know science come future chandler die unsuccessful regular sized man,1,0,negative,1590,11
5332,hey monica wow bathroom like,1,6,negative,1590,12
5333,mean way make taller know,0,4,neutral,1591,1
5334,know science come future chandler die unsuccessful regular sized man,0,0,negative,1591,2
5335,hey monica wow bathroom like,0,6,negative,1591,3
5336,god speed hope brady,1,4,neutral,1592,0
5337,right wesley stopped say real doctor woman brain fine,0,0,negative,1592,3
5338,right wesley stopped say real doctor woman brain fine,0,0,negative,1593,0
5339,oh thank god,1,3,positive,1593,1
5340,umm free tomorrow night,1,4,neutral,1593,8
5341,yeah sure sure bring sandwich,1,4,neutral,1593,9
5342,dying hope gon na live long healthy life,0,3,positive,1594,2
5343,umm free tomorrow night,1,4,neutral,1595,6
5344,yeah sure sure bring sandwich,1,4,neutral,1595,7
5345,ok got cole slaw got bun,0,4,neutral,1596,0
5346,got flesh formerly cute cow turkey ew,1,1,negative,1596,1
5347,got flesh formerly cute cow turkey ew,1,1,negative,1597,0
5348,mom would relax,0,5,negative,1598,0
5349,block woman walking alone night would never,0,5,negative,1598,1
5350,mom stop worrying,0,2,negative,1598,2
5351,safe street safe building nothing,0,4,neutral,1598,3
5352,hi hi help,0,3,positive,1598,5
5353,yeah looking phoebe still live,1,4,neutral,1598,6
5354,uh get message,0,4,neutral,1598,7
5355,great uhh tell husband stopped,1,4,neutral,1598,8
5356,ok go ok senior year college pool table,0,4,neutral,1599,1
5357,ok go ok senior year college pool table,1,4,neutral,1600,0
5358,disneyland small world,1,4,neutral,1601,2
5359,carol went behind couple mechanical dutch child fixed ride asked never return magic kingdom,1,3,positive,1601,5
5360,ok weirdest place would woman room second floor new york city public library,0,4,neutral,1602,1
5361,carol went behind couple mechanical dutch child fixed ride asked never return magic kingdom,1,3,positive,1602,3
5362,ok weirdest place would woman room second floor new york city public library,0,4,neutral,1603,0
5363,oh god library,1,6,negative,1603,1
5364,oh god library,0,6,negative,1604,0
5365,carol went behind couple mechanical dutch child fixed ride asked never return magic kingdom,1,3,positive,1604,3
5366,carol went behind couple mechanical dutch child fixed ride asked never return magic kingdom,1,3,positive,1605,3
5367,disneyland small world,1,4,neutral,1607,1
5368,carol went behind couple mechanical dutch child fixed ride asked never return magic kingdom,1,3,positive,1607,3
5369,nah kept busy,0,4,neutral,1609,2
5370,oh okay yeah put stuff room stuff room,0,4,neutral,1609,3
5371,next caller five hour ago must going crazy,0,3,positive,1610,2
5372,nah kept busy,1,4,neutral,1610,3
5373,oh okay yeah put stuff room stuff room,1,4,neutral,1610,4
5374,thank patience next caller,0,4,neutral,1611,1
5375,next caller five hour ago must going crazy,1,3,positive,1611,2
5376,well yore uh know yesteryear,1,4,neutral,1612,0
5377,yeah telling rachel great eye stuff,0,4,neutral,1612,1
5378,ross know ever decide need redecorate think,0,4,neutral,1612,2
5379,ask rachel help,0,4,neutral,1612,3
5380,oh honey need help,1,4,neutral,1612,4
5381,oh come think ready get rid call cheap dinosaur junk,0,3,positive,1612,5
5382,know think phoebe really want come,1,3,positive,1612,6
5383,yeah telling rachel great eye stuff,0,4,neutral,1613,0
5384,ross know ever decide need redecorate think,0,4,neutral,1613,1
5385,ask rachel help,0,4,neutral,1613,2
5386,oh come think ready get rid call cheap dinosaur junk,0,3,positive,1613,3
5387,since great sense need uh ooh buck take phoebe colonial flea market get stuff,1,4,neutral,1613,6
5388,since great sense need uh ooh buck take phoebe colonial flea market get stuff,1,4,neutral,1614,2
5389,know think phoebe really want come,0,3,positive,1614,3
5390,wow really pretty foot,1,6,positive,1615,0
5391,would mind spending time siadic area killing today,1,0,negative,1615,2
5392,mean okay siadic mean towel covered portion,0,4,neutral,1615,3
5393,sure yeah yeah umm muscle siadic area get know real nice tight,0,4,neutral,1615,5
5394,umm tell rick umm injure area,0,6,negative,1615,6
5395,mean week long everywhere look,1,4,neutral,1616,3
5396,would return call sent back letter,0,5,negative,1616,4
5397,one chance ursula please,0,5,negative,1616,6
5398,one chance ursula please,0,5,negative,1617,0
5399,okay coffee house play music,0,4,neutral,1618,0
5400,hi right let go shoppin,1,3,positive,1620,2
5401,um go ah something need say,0,2,negative,1620,3
5402,kinda ah crush,0,2,negative,1620,5
5403,since ross anything,0,3,positive,1620,6
5404,really like ask sometime,0,2,negative,1620,7
5405,hello tiny embryo,1,4,neutral,1621,0
5406,well phoebe buffay hi,1,3,positive,1621,1
5407,hoping uterus next nine month,1,3,positive,1621,2
5408,know frank alice know,1,3,positive,1621,3
5409,umm know want much guy get really grab,1,3,positive,1621,4
5410,okay promise keep safe warm ready take home oh,1,3,positive,1621,5
5411,also umm next time see screaming worry supposed happen,1,4,neutral,1621,6
5412,await data recent mri scan dna testing call question information gathered year simple carbon dating,1,4,neutral,1622,0
5413,look woman sitting pool getting tan leathery wrinkled,0,5,negative,1622,1
5414,child drake huh god,1,0,negative,1623,1
5415,try massaging breast stimulate flow,1,4,neutral,1624,0
5416,frustrating want breast,1,0,negative,1625,1
5417,know maybe crazy,0,0,negative,1625,2
5418,hey joey got beer,0,4,neutral,1626,0
5419,sure listen gon na order pizza wan na share one,0,4,neutral,1626,2
5420,pizza heh like never ba dum bum cheshhh,1,4,neutral,1626,3
5421,right right let get open okay,1,4,neutral,1626,5
5422,clearly vibe going u,1,4,neutral,1626,8
5423,roommate huge mistake u continue road,1,4,neutral,1626,9
5424,oh first date,1,2,negative,1627,0
5425,gon na get,0,3,positive,1627,1
5426,glare streetlight apartment,0,4,neutral,1627,2
5427,know umm closed drape nice pleasant conversation little sister,0,4,neutral,1627,3
5428,funny waiter nut,1,3,positive,1628,0
5429,breadstick fang always funny,0,3,positive,1628,1
5430,make funny funny one,1,3,positive,1628,2
5431,uhh look katie uh listen need talk,0,2,negative,1628,3
5432,umm look like,0,2,negative,1628,5
5433,really like lot,0,2,negative,1628,6
5434,sometimes playfully punch like feel like someone hitting tiny,0,3,positive,1628,8
5435,aww like could hurt making fun size make fun size,1,6,positive,1628,9
5436,made head department,0,3,positive,1629,0
5437,get teach one advanced class get head department,1,3,positive,1629,1
5438,ooh miss dating,0,5,negative,1629,2
5439,gettin dressed going fancy restaurant,0,4,neutral,1629,3
5440,gon na able long much fun,0,3,positive,1629,4
5441,mean sitting home worrying giving birth sixteen pound baby fun,0,4,neutral,1629,5
5442,get teach one advanced class get head department,1,3,positive,1630,0
5443,oh hey rach listen umm,0,4,neutral,1630,1
5444,gon na go gon na good time take mind childbirth giant baby head stretching,0,3,positive,1630,3
5445,oh hey rach listen umm,0,4,neutral,1631,0
5446,got big date coming know good restaurant,0,4,neutral,1631,2
5447,uh paul caf got great food really romantic,1,4,neutral,1631,3
5448,ooh great thanks,0,3,positive,1631,4
5449,yeah oh afterwards take,1,4,neutral,1631,5
5450,sure naming lot way postpone sex tell ya,0,4,neutral,1631,6
5451,ooh miss dating,1,5,negative,1631,7
5452,gettin dressed going fancy restaurant,1,4,neutral,1631,8
5453,gon na able long much fun,1,3,positive,1631,9
5454,mean sitting home worrying giving birth sixteen pound baby fun,1,4,neutral,1631,10
5455,joey want go date pregnant lady,1,6,negative,1631,14
5456,gon na go gon na good time take mind childbirth giant baby head stretching,0,3,positive,1631,16
5457,okay go ya go go ya,1,3,positive,1631,17
5458,joey got ta tell ya thinking,1,4,neutral,1632,2
5459,oh know writing good director good good,0,3,positive,1632,3
5460,god tell happens tomorrow,1,3,positive,1632,4
5461,ow going script wan na read line,0,6,positive,1632,5
5462,oh right ask monica,0,4,neutral,1632,7
5463,oh screw part mine,1,0,negative,1632,8
5464,right ok top page right,0,4,neutral,1632,9
5465,hello drake surprised see,1,6,negative,1632,10
5466,hello drake surprised see,1,6,negative,1633,0
5467,ca believe married,0,6,negative,1633,1
5468,knowing never hold arm touch skin feel lip knowing never make love,0,5,negative,1633,3
5469,never kiss kiss right,0,5,negative,1633,5
5470,ca believe married,0,6,negative,1634,0
5471,choice keeping sister,1,0,negative,1634,1
5472,u everything feel,0,5,negative,1634,2
5473,knowing never hold arm touch skin feel lip knowing never make love,0,5,negative,1634,5
5474,never kiss kiss right,0,5,negative,1634,7
5475,come know thanksgiving ooh got bigger half wish,1,3,positive,1635,0
5476,like propose toast,0,3,positive,1636,1
5477,little toast ding ding,0,3,positive,1636,2
5478,know kind thanksgiving planned really great know think involve divorce projectile vomiting,0,3,positive,1636,3
5479,anyway thinking mean gone vail guy family syphilis stuff would together know,0,0,negative,1636,4
5480,guess trying say thankful thanksgiving sucked,0,3,positive,1636,5
5481,like propose toast,1,3,positive,1637,0
5482,little toast ding ding,1,3,positive,1637,1
5483,know kind thanksgiving planned really great know think involve divorce projectile vomiting,1,3,positive,1637,2
5484,anyway thinking mean gone vail guy family syphilis stuff would together know,1,0,negative,1637,3
5485,guess trying say thankful thanksgiving sucked,1,3,positive,1637,4
5486,hey lousy christmas,1,3,positive,1638,1
5487,hey lousy christmas,1,3,positive,1639,0
5488,crappy new year,0,3,positive,1639,1
5489,like propose toast,0,3,positive,1640,0
5490,little toast ding ding,0,3,positive,1640,1
5491,know kind thanksgiving planned really great know think involve divorce projectile vomiting,0,3,positive,1640,2
5492,anyway thinking mean gone vail guy family syphilis stuff would together know,0,0,negative,1640,3
5493,guess trying say thankful thanksgiving sucked,0,3,positive,1640,4
5494,crappy new year,1,3,positive,1640,5
5495,look look daughter supposed leave tonight honeymoon tell gon na airport hope,1,0,negative,1641,2
5496,oh yeah said rachel name mean anything okay,1,0,negative,1641,3
5497,tell emily love imagine spending life anyone else,1,0,negative,1641,6
5498,please promise tell,1,5,negative,1641,7
5499,right tell come bugger face,0,0,negative,1641,8
5500,right tell come bugger face,0,0,negative,1642,0
5501,spend half life bathroom ever go bloody window,0,0,negative,1642,2
5502,yeah yep yeah right well uh better go,0,4,neutral,1643,3
5503,think would best,1,4,neutral,1643,4
5504,yeah right talk later,0,4,neutral,1643,5
5505,never never bye,0,0,negative,1643,7
5506,umm minute kind bad news think move tulsa,0,5,negative,1644,0
5507,funny story actually,0,4,neutral,1644,2
5508,kind fell asleep meeting morning said move tulsa really know saying,0,4,neutral,1644,3
5509,night worried meeting funny,0,2,negative,1644,5
5510,went home told wife tulsa go,0,4,neutral,1644,9
5511,see love tulsa,0,3,positive,1644,10
5512,tulsa italy please make go,0,2,negative,1644,12
5513,look carol call carol,0,4,neutral,1644,15
5514,would name elaine,0,3,positive,1644,16
5515,oh great picture son strapping,0,3,positive,1644,17
5516,picture daughter well lovely,0,3,positive,1644,18
5517,like girl strong jaw,0,5,negative,1644,19
5518,bad fortunately blue colour know,0,4,neutral,1645,3
5519,monica geller credit card using,1,4,neutral,1645,4
5520,want know turned,1,4,neutral,1645,6
5521,thank given much mean would never gotten sing,1,3,positive,1645,8
5522,well actually got sing,0,4,neutral,1645,9
5523,mean gon na without,1,5,negative,1645,11
5524,gon na crash embassy party,1,5,negative,1645,12
5525,gon na take,1,5,negative,1645,13
5526,uh oh mindy stupid oh stupid,1,1,negative,1646,0
5527,well way gon na get shot,1,2,negative,1648,0
5528,maybe take needle thquirt mouth know like thquirt gun,1,2,negative,1648,1
5529,doctor see minute please brother slight phobia needle,0,4,neutral,1648,2
5530,tell thquirt gun idea,1,4,neutral,1648,3
5531,brother phd would like know way treat orally,0,4,neutral,1648,4
5532,brother phd would like know way treat orally,1,4,neutral,1649,0
5533,well way gon na get shot,1,2,negative,1650,0
5534,maybe take needle thquirt mouth know like thquirt gun,1,2,negative,1650,1
5535,um doctor say got ta needle,0,4,neutral,1652,0
5536,gon na brave ok,0,4,neutral,1652,1
5537,oh boy doin good wan na squeeze hand,0,4,neutral,1652,4
5538,right ross squeeze hard,0,4,neutral,1652,6
5539,honey really squeeze hard,0,0,negative,1652,7
5540,let go hand,0,0,negative,1652,8
5541,gon na love much got sting ticket,1,3,positive,1653,0
5542,oh god love,0,3,positive,1653,1
5543,uh middle balcony,1,4,neutral,1653,4
5544,mean old woman,0,0,negative,1654,0
5545,wait shut mean cry let get checkbook,1,5,negative,1654,1
5546,wait shut mean cry let get checkbook,1,5,negative,1655,0
5547,look honey okay,0,6,negative,1655,1
5548,strength inside mean,0,3,positive,1655,2
5549,loyal honest integrity,0,3,positive,1655,3
5550,kind strength want man love,0,3,positive,1655,4
5551,look honey okay,1,6,negative,1656,0
5552,strength inside mean,1,3,positive,1656,1
5553,loyal honest integrity,1,3,positive,1656,2
5554,kind strength want man love,1,3,positive,1656,3
5555,mean nothing come,0,0,negative,1656,4
5556,oh hey treeger,1,2,negative,1657,0
5557,ummm oh sorry little old,1,3,positive,1657,2
5558,clogging chute spent unclogging,0,0,negative,1657,3
5559,sorry come lot,1,5,negative,1657,4
5560,oh yeah course,0,0,negative,1657,5
5561,cause little princess daddy buy pizza daddy buy candy factory daddy make cast,0,1,negative,1657,6
5562,think could make mess big man coverall come clean huh,0,0,negative,1657,7
5563,well think someone else change,0,0,negative,1657,8
5564,oh right girl phone number,1,4,neutral,1658,2
5565,phone number really hot girl gave,1,3,positive,1658,3
5566,big deal mean home phone number whoa,1,6,positive,1658,4
5567,almost lost baby,1,3,positive,1658,5
5568,yeah lovely amanda give number go drop,1,0,negative,1658,6
5569,know got opened,1,6,negative,1659,0
5570,know know terrible person mean chandler never going trust anything ever,1,3,positive,1659,2
5571,oh hey got parent gift,0,3,positive,1659,3
5572,well know think something salami,0,5,negative,1659,5
5573,yeah tag say,0,4,neutral,1659,7
5574,listen scary world especially single mom,0,2,negative,1659,8
5575,know always felt like special bond,0,4,neutral,1659,9
5576,rachel green marry,0,3,positive,1659,10
5577,yeah tag say,0,4,neutral,1660,0
5578,tag father joey know,1,5,negative,1660,1
5579,oh wow even try unhook bra,1,6,positive,1660,3
5580,hey rach listen matter guy say want know gon na alone,0,3,positive,1660,5
5581,listen scary world especially single mom,0,2,negative,1660,7
5582,know always felt like special bond,0,4,neutral,1660,8
5583,rachel green marry,0,3,positive,1660,9
5584,oh wow even try unhook bra,1,6,positive,1661,0
5585,ever gon na tell whoever,0,4,neutral,1661,1
5586,believe know typical,1,1,negative,1663,0
5587,monica know upset forget,0,4,neutral,1663,1
5588,going wedding going throw bouquet,0,4,neutral,1663,2
5589,take moonlit walk rue de la,0,4,neutral,1663,4
5590,sprinkle rose pedal bed make love romantic,0,3,positive,1663,6
5591,like buck owe,1,3,positive,1664,3
5592,got ta buy food,1,4,neutral,1664,7
5593,okay give chance win money back okay sudden death one goal,0,4,neutral,1664,8
5594,okay get ready owe,1,3,positive,1664,11
5595,okay go ready,1,4,neutral,1664,13
5596,see little fake men supposed kicking,0,2,negative,1664,15
5597,oh please hear little drop heaven,1,3,positive,1665,6
5598,umm listen sorry put first thing morning,1,5,negative,1665,9
5599,mm seems like would remembered,1,6,negative,1666,9
5600,mm night gar,0,4,neutral,1666,10
5601,hi know time,1,4,neutral,1667,1
5602,candy time roommate say taste like little drop heaven,0,3,positive,1667,2
5603,oh please hear little drop heaven,1,3,positive,1667,3
5604,umm listen sorry put first thing morning,1,5,negative,1667,4
5605,well okay swing later live building,0,4,neutral,1667,5
5606,mm seems like would remembered,0,6,negative,1667,7
5607,aaron got ta let go guy hammered,0,3,positive,1668,0
5608,sorry joey long conscious still shooting,1,4,neutral,1668,1
5609,sorry joey long conscious still shooting,1,4,neutral,1669,0
5610,happen big fork,0,4,neutral,1669,1
5611,happen big fork,1,4,neutral,1670,0
5612,uh talked director done day,0,4,neutral,1670,1
5613,well finished scene,1,6,negative,1670,2
5614,got car right outside,0,4,neutral,1670,5
5615,oh thank welcome,1,3,positive,1670,6
5616,got ta go come go,0,2,negative,1670,7
5617,look amazing luckiest man world,0,3,positive,1673,2
5618,ohh get little luckier,1,3,positive,1673,3
5619,let see earring,0,4,neutral,1673,4
5620,oh honey earring,1,4,neutral,1673,5
5621,look great boyfriend best taste,0,3,positive,1673,6
5622,boyfriend really good taste,1,3,positive,1673,7
5623,thanks picking earring man,0,4,neutral,1673,8
5624,thanks picking earring man,0,4,neutral,1674,0
5625,know hole really liked picture,0,4,neutral,1675,0
5626,oh god look,1,6,negative,1675,1
5627,care wire come loose head,1,0,negative,1675,3
5628,thought could follow wire could find,0,4,neutral,1675,4
5629,disappears back behind baseboard minute thought went downstairs,0,4,neutral,1675,6
5630,say hello chatracus,0,4,neutral,1675,7
5631,okay everybody clear gon na pick move need teamwork okay gon na,1,4,neutral,1677,0
5632,ross really think,0,4,neutral,1677,1
5633,right everyone lift slide,1,3,positive,1678,2
5634,right carl next remember gon na,1,4,neutral,1679,0
5635,right gon na,1,4,neutral,1679,2
5636,well gon na talk,0,4,neutral,1679,3
5637,mean realize feeling may never completely go away,1,5,negative,1680,0
5638,oh gawd understand,0,5,negative,1680,1
5639,monica wish lifetime happiness,0,5,negative,1680,3
5640,chandler call go pooper,0,4,neutral,1680,4
5641,found identical hand twin,0,3,positive,1681,0
5642,wan na know first thing said came back lunch richard,1,4,neutral,1681,3
5643,yeah well probably talking richard,0,4,neutral,1682,5
5644,wan na know first thing said came back lunch richard,1,4,neutral,1682,7
5645,yes feel terrible really want make got ta find,1,0,negative,1682,11
5646,good really start wearing hat,1,4,neutral,1682,13
5647,mean let meet,0,4,neutral,1683,0
5648,mean bring guy home within five minute,0,1,negative,1683,1
5649,mean coyote picking weak member herd,0,3,positive,1683,2
5650,someone seen fair share bad beef tell terrible thing,1,4,neutral,1683,4
5651,mean friend looking,1,4,neutral,1683,5
5652,know wish bring guy home actually liked,0,5,negative,1683,6
5653,well realise odds happening little slimmer never get meet guy,1,4,neutral,1683,7
5654,anyway go okay bye,1,4,neutral,1684,1
5655,anyway go okay bye,1,4,neutral,1685,0
5656,hi sweetie whispering,0,4,neutral,1686,1
5657,secret married people supposed secret one another much love respect one another,0,0,negative,1686,3
5658,really okay tell happened ross junior year,1,4,neutral,1686,6
5659,tell tell phoebe said,1,4,neutral,1686,8
5660,oh god threw,1,1,negative,1686,12
5661,visited little town south throw phoebe secret,0,4,neutral,1686,13
5662,oh nancy thompson phoebe old massage place getting fired,1,4,neutral,1686,14
5663,right lose sucker please still marry,1,3,positive,1686,16
5664,oh hey audition,1,3,positive,1687,0
5665,nothing practicing blowing gon na big movie star,0,6,positive,1687,3
5666,well yet audition went really good,0,3,positive,1687,5
5667,oh big budget period movie three italian brother come america around turn century,0,4,neutral,1687,6
5668,oh director supposed next next martin scorcese,0,3,positive,1687,8
5669,yeah guy chicago supposed next martin scorcese right,0,4,neutral,1687,10
5670,kidding never rent movie without oh uh okay uh let call back,0,6,negative,1687,15
5671,want totally naked movie,0,6,negative,1687,17
5672,know grandmother gon na see,0,3,positive,1687,18
5673,grandma gon na get line,1,3,positive,1687,19
5674,well yet audition went really good,0,3,positive,1688,0
5675,oh big budget period movie three italian brother come america around turn century,0,4,neutral,1688,2
5676,oh director supposed next next martin scorcese,0,3,positive,1688,4
5677,yeah guy chicago supposed next martin scorcese right,0,4,neutral,1688,5
5678,kidding never rent movie without oh uh okay uh let call back,0,6,negative,1688,10
5679,want totally naked movie,0,6,negative,1688,11
5680,know grandmother gon na see,0,3,positive,1688,13
5681,oh please big class never even noticed,0,3,positive,1689,0
5682,course uh sat next sleepy sleeperson,1,6,positive,1689,1
5683,oh uh trouble remembering everyone name kinda came nickname,1,4,neutral,1689,3
5684,like guy side smelly von brownshirt,1,4,neutral,1689,4
5685,oh yeah umm nickname,0,4,neutral,1689,5
5686,umm cutie mcpretty,1,4,neutral,1689,8
5687,listen got ta tell ya great time,1,3,positive,1689,10
5688,know said might weird whole student teacher thing frank thought would,1,6,positive,1689,11
5689,oh uh trouble remembering everyone name kinda came nickname,1,4,neutral,1690,0
5690,like guy side smelly von brownshirt,1,4,neutral,1690,1
5691,listen got ta tell ya great time,1,3,positive,1690,2
5692,know said might weird whole student teacher thing frank thought would,1,6,positive,1690,3
5693,okay got good rejection lot stuff work,1,4,neutral,1691,0
5694,okay um oh zoo commercial,1,4,neutral,1691,2
5695,said believable human work,1,3,positive,1691,4
5696,um play people said pretty dumb,1,4,neutral,1691,6
5697,oh wait sorry dumb,1,4,neutral,1691,8
5698,oh well yummy little kissin,0,3,positive,1693,1
5699,look gave night vision goggles everything,0,3,positive,1693,2
5700,taking word guy night vision goggles,1,6,negative,1693,3
5701,still following think still following,0,6,positive,1693,4
5702,oh well yummy little kissin,0,3,positive,1694,0
5703,oh know stuff anymore quit,0,4,neutral,1694,2
5704,pheebs guy obsessed sister god know long okay give something like,1,1,negative,1694,3
5705,look gave night vision goggles everything,0,3,positive,1694,4
5706,still following think still following,1,6,positive,1695,0
5707,pheebs wake smell restraining order,0,1,negative,1695,1
5708,think really like guy trust,0,4,neutral,1696,1
5709,orrr could follow see go,0,4,neutral,1697,1
5710,orrr could follow see go,0,4,neutral,1698,0
5711,oh would forget mine,1,6,positive,1698,1
5712,hey guy check mom sent paper,0,3,positive,1699,0
5713,ooh let see,1,3,positive,1699,1
5714,almost good play two naked girl,0,3,positive,1703,1
5715,wow spirit old indian woman living mine,1,4,neutral,1704,0
5716,mailman downstairs brought mail,1,4,neutral,1704,2
5717,oh good thanks,0,4,neutral,1704,3
5718,okay right judge much,0,2,negative,1704,5
5719,um saw um swear bought anything tv except mop,0,4,neutral,1704,7
5720,stuff leg waxing looked amazing,0,3,positive,1704,8
5721,oh incredible want waxine girl,1,3,positive,1704,9
5722,god think really hurt cause,1,2,negative,1704,11
5723,hello organic substance recently discovered depth rain forest,0,3,positive,1704,12
5724,comin move move,1,0,negative,1705,0
5725,oh kinda using machine,0,3,positive,1705,1
5726,yeah well kinda,1,1,negative,1705,2
5727,saved put basket top,0,0,negative,1705,3
5728,oh sorry basket really pretty unfortunately see suds,1,0,negative,1705,4
5729,suds save ok,1,0,negative,1705,6
5730,suds save ok,1,0,negative,1706,0
5731,suds excuse hold second friend machine,0,0,negative,1706,2
5732,hey hey hey stuff,1,4,neutral,1706,3
5733,hey hey hey rule know,0,0,negative,1706,4
5734,hi uh nothing horrible woman took machine,0,1,negative,1707,1
5735,well know suds save,0,4,neutral,1707,5
5736,suds excuse hold second friend machine,1,0,negative,1707,6
5737,cause good money change fact evil blood sucking corporate machine,0,0,negative,1708,0
5738,well think great place work,1,3,positive,1708,1
5739,ross realise first time life something actually care,0,0,negative,1709,0
5740,first time life something actually good,0,0,negative,1709,1
5741,hey get okay get big time,1,0,negative,1709,4
5742,happy ya tired relationship answering machine,1,0,negative,1709,5
5743,okay know anymore,1,5,negative,1709,6
5744,sorry late miss anything,1,4,neutral,1710,1
5745,personal best ross take,1,6,positive,1710,3
5746,oh date yeah met girl train going museum upstate,1,4,neutral,1710,5
5747,okay back train sat near door pas wanted switch car,1,3,positive,1710,8
5748,getting back cause life poughkeepsie,1,4,neutral,1710,10
5749,seems really great like totally great life two half hour away,1,3,positive,1710,11
5750,sorry late miss anything,1,4,neutral,1711,1
5751,oh date yeah met girl train going museum upstate,1,4,neutral,1711,2
5752,oh yeah meet,0,6,positive,1711,3
5753,okay back train sat near door pas wanted switch car,1,3,positive,1711,4
5754,late burring woman,0,5,negative,1711,6
5755,getting back cause life poughkeepsie,1,4,neutral,1711,7
5756,seems really great like totally great life two half hour away,1,3,positive,1711,8
5757,great poughkeepsie joke would killed albany,0,0,negative,1711,9
5758,oh yeah meet,0,6,positive,1712,0
5759,great poughkeepsie joke would killed albany,0,0,negative,1713,0
5760,done heh stupid,1,3,positive,1713,1
5761,mean everyone leave,1,0,negative,1714,3
5762,mean come noise,1,0,negative,1714,4
5763,listen carefully think,0,4,neutral,1714,6
5764,oh want look yikes,1,6,positive,1715,0
5765,think picture trying tell story,0,4,neutral,1715,1
5766,well going find lying grass like,0,4,neutral,1715,2
5767,oh yeah aw remember day used go barn lift shirt bend,1,3,positive,1715,3
5768,think picture trying tell story,0,4,neutral,1716,0
5769,oh yeah sure,1,4,neutral,1716,1
5770,mean like case young woman lost clothes ride naked horse cry,1,4,neutral,1716,2
5771,well going find lying grass like,0,4,neutral,1716,3
5772,see would date girl,1,4,neutral,1716,5
5773,cute outdoorsy know know build fire,1,4,neutral,1716,6
5774,mean got come handy,1,4,neutral,1716,7
5775,okay got question pick one u date would,0,4,neutral,1716,8
5776,look wanted tell sorry lost,1,5,negative,1717,0
5777,listen got secret ya let win,0,4,neutral,1717,1
5778,let win ross,0,4,neutral,1717,3
5779,oh matter scared,0,0,negative,1717,6
5780,let go big bunny,1,0,negative,1717,7
5781,okay go gon na kill,0,4,neutral,1717,8
5782,let win ross,0,4,neutral,1718,0
5783,would tell let win please,0,0,negative,1718,2
5784,oh yeah uh chandler,1,4,neutral,1718,3
5785,hey ross uh staten island really island,0,4,neutral,1719,0
5786,ohhh thought like long island,0,6,positive,1719,2
5787,wow realize throwing ball without dropping like hour,0,6,positive,1719,6
5788,yeah realized ago want say anything want jinx,0,4,neutral,1719,8
5789,wow pretty good hey totally forgot lunch,1,6,positive,1719,9
5790,oh think first time ever missed meal yeah pant little loose,0,0,negative,1719,10
5791,oh think first time ever missed meal yeah pant little loose,0,0,negative,1720,0
5792,making one right,0,0,negative,1722,1
5793,yeah help something,1,4,neutral,1722,3
5794,look talking right mean,0,3,positive,1722,4
5795,know twin stuff always real big seller,1,4,neutral,1722,5
5796,yeah talk giving like dollar,1,4,neutral,1722,7
5797,stop using name,0,0,negative,1722,9
5798,suitcase one paolo,1,4,neutral,1723,3
5799,um um rachel talk sec,0,4,neutral,1723,4
5800,well sure sec though paolo way,1,4,neutral,1723,5
5801,oh ok um ok um,0,2,negative,1723,6
5802,oh pheebs pheebs,1,3,positive,1723,7
5803,ok um known long time um three thing know,0,4,neutral,1723,8
5804,one friend important thing life two never lie three make best oatmeal raisin cooky world,0,4,neutral,1723,9
5805,ok thanks pheebs oh god never tasted,1,6,positive,1723,10
5806,oh make lot think fair cooky,0,4,neutral,1723,11
5807,right well right best oatmeal cooky ever,1,6,positive,1723,12
5808,prof never lie,0,4,neutral,1723,13
5809,paolo made pas,0,5,negative,1723,15
5810,sorry please stop freaking,1,2,negative,1724,0
5811,woman named heldi called said getting married happens everyday,0,4,neutral,1724,3
5812,honey beautiful place put name fun,1,0,negative,1724,4
5813,chandler please think trying pressure phoebe rachel,1,0,negative,1724,7
5814,people knew wedding phoebe rachel heldi apparently band called starlight magic available way,0,5,negative,1724,9
5815,mistake please take mean anything,1,5,negative,1724,10
5816,yes really mean anything know ready,0,4,neutral,1724,13
5817,gon na go tell joey back really worried,1,0,negative,1724,16
5818,honey beautiful place put name fun,0,0,negative,1725,0
5819,gon na go tell joey back really worried,0,0,negative,1725,2
5820,woman named heldi called said getting married happens everyday,0,4,neutral,1726,2
5821,people knew wedding phoebe rachel heldi apparently band called starlight magic available way,0,5,negative,1726,4
5822,heldi show place,1,4,neutral,1726,7
5823,believe gon na ask monica marry,1,3,positive,1726,9
5824,okay look idea,1,4,neutral,1727,0
5825,see kind number speed dial tell common,1,4,neutral,1727,1
5826,whoever get phone,1,4,neutral,1727,2
5827,right first name speed dial mom,1,4,neutral,1727,3
5828,ohh lost mom suicide,0,5,negative,1727,4
5829,okay way use get cute guy last blueberry muffin,1,5,negative,1727,5
5830,use already today sorry,0,5,negative,1727,6
5831,oh win got,1,3,positive,1727,8
5832,believe think parent could help pay,1,6,negative,1728,0
5833,know mother spent money fourth wedding,0,5,negative,1728,1
5834,saving rest divorce,0,0,negative,1728,2
5835,extra cash father save yearly trip,0,4,neutral,1728,3
5836,honey gon na okay,0,4,neutral,1728,4
