Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
All right fine n't anything sit talk us meanwhile talking,Chandler,1,negative,1782,8,869,9,3,12,"00:12:57,943","00:13:04,949"
And 's Mr. Joe Sensitive starts thinking 'Maybe guy understands,Chandler,1,negative,1782,9,869,10,3,12,"00:13:05,117","00:13:09,287"
Look n't see 's happening,Chandler,0,negative,1783,0,869,2,3,12,"0:12:37,048","0:12:37,188"
Instead hitting right away 's becoming confidant,Chandler,0,negative,1783,1,869,3,3,12,"00:12:37,298","00:12:40,425"
Now 's gon na guy goes complain,Chandler,4,neutral,1783,2,869,4,3,12,"00:12:40,593","00:12:44,053"
Well n't send musical bug op already,Chandler,4,neutral,1783,3,869,6,3,12,"00:12:45,598","00:12:49,976"
All right look 're going go okay make surprise visits,Chandler,4,neutral,1783,4,869,7,3,12,"00:12:51,937","00:12:57,776"
All right fine n't anything sit talk us meanwhile talking,Chandler,1,negative,1783,5,869,9,3,12,"00:12:57,943","00:13:04,949"
And 's Mr. Joe Sensitive starts thinking 'Maybe guy understands,Chandler,1,negative,1783,6,869,10,3,12,"00:13:05,117","00:13:09,287"
And know 's,Joey,0,negative,1783,7,869,11,3,12,"00:13:09,455","00:13:11,456"
And 'll 'Ohh man,Joey,0,negative,1783,8,869,12,3,12,"00:13:11,624","00:13:14,459"
And 'll 'Yes,Joey,0,negative,1783,9,869,13,3,12,"00:13:14,960","00:13:16,795"
And us 'll like 'Wh-whoa dude,Joey,3,positive,1783,10,869,14,3,12,"00:13:19,006","00:13:21,633"
And pretty soon 'll like 'Hhiii I ca n't go Rachel Mark might,Joey,1,negative,1783,11,869,15,3,12,"00:13:23,636","00:13:34,229"
And 'll like 'Man get 's four years,Joey,1,negative,1783,12,869,16,3,12,"00:13:34,647","00:13:38,149"
He paints quite picture n't,Chandler,4,neutral,1783,13,869,17,3,12,"00:13:40,611","00:13:43,279"
This I Åf got going party far liquor wise Get lot liquor,Joey,4,neutral,1784,0,870,0,4,22,"00:04:34,107","00:04:40,153"
Okay uh terms invite list I Åf got Chandler I Åf gon na invite Gunther Åe cause well Åf talking pretty loud,Joey,4,neutral,1784,2,870,2,4,22,"00:04:40,321","00:04:47,828"
Listen I know party I Åf really like number museum geeks gon na,Joey,4,neutral,1784,3,870,4,4,22,"00:04:50,623","00:04:55,669"
Yeah Tell ya let Åf invite anthropologists dinosaur dudes,Ross,4,neutral,1784,4,870,5,4,22,"00:04:59,173","00:05:01,800"
Okay We Åf need six-pack,Joey,4,neutral,1784,5,870,6,4,22,"00:05:04,345","00:05:07,556"
Okay uh terms invite list I Åf got Chandler I Åf gon na invite Gunther Åe cause well Åf talking pretty loud,Joey,4,neutral,1785,0,870,2,4,22,"00:04:40,321","00:04:47,828"
Listen I know party I Åf really like number museum geeks gon na,Joey,4,neutral,1785,2,870,4,4,22,"00:04:50,623","00:04:55,669"
Okay We Åf need six-pack,Joey,4,neutral,1786,0,870,6,4,22,"00:05:04,345","00:05:07,556"
Hey Åf know Åf gon na Åf gon na name Joey name Chandler,Chandler,4,neutral,1787,0,871,0,4,18,"00:04:38,695","00:04:42,572"
Chandler Åf funny sophisticated Åf loveable get know,Chandler,4,neutral,1787,2,871,2,4,18,"00:04:43,449","00:04:49,538"
Oh well hey Joey Åf loveable But thing Joey need Åf,Joey,4,neutral,1787,3,871,3,4,18,"00:04:49,706","00:04:55,669"
I mean well might little late but-but Åf,Chandler,4,neutral,1787,5,871,5,4,18,"00:04:55,837","00:05:02,884"
And Åf bring cold soda want need Åf really hot,Chandler,4,neutral,1787,6,871,6,4,18,"00:05:03,052","00:05:06,513"
What ya say What ya say,Joey,4,neutral,1787,7,871,7,4,18,"00:05:07,557","00:05:09,349"
What ya say What ya say,Joey,4,neutral,1788,0,871,7,4,18,"00:05:07,557","00:05:09,349"
Well I I like idea naming someone I love Joey Chandler great names,Phoebe,4,neutral,1788,1,871,8,4,18,"00:05:09,517","00:05:17,316"
But right I Åf maybe I Åf name The Hulk,Phoebe,4,neutral,1788,2,871,9,4,18,"00:05:23,072","00:05:26,867"
I knew I Åf mentioned That Åf I wanted name kid,Joey,5,negative,1788,3,871,10,4,18,"00:05:28,494","00:05:32,622"
What Rachel life .... We ran parents club playing well,Mrs. Geller,5,negative,1789,0,872,0,1,2,"00:09:26,816","00:09:32,821"
I 'm gon na tell spent wedding ... forty thousand dollars lot money,Mr. Geller,6,negative,1789,1,872,1,1,2,"00:09:33,030","00:09:38,034"
Well least chance leave man altar,Mrs. Geller,3,positive,1789,2,872,2,1,2,"00:09:40,997","00:09:44,666"
Do n't listen mother,Mr. Geller,4,neutral,1789,3,872,6,1,2,"00:09:54,302","00:09:55,468"
You 're independent always,Mr. Geller,4,neutral,1789,4,872,7,1,2,"00:09:55,678","00:09:57,637"
Even kid ... chubby friends fine,Mr. Geller,4,neutral,1789,5,872,8,1,2,"00:09:57,847","00:10:03,351"
And would read alone room puzzles,Mr. Geller,4,neutral,1789,6,872,9,1,2,"00:10:05,146","00:10:08,273"
Well least chance leave man altar,Mrs. Geller,3,positive,1790,0,872,2,1,2,"00:09:40,997","00:09:44,666"
What 's supposed mean,Monica,6,positive,1790,1,872,3,1,2,"00:09:47,837","00:09:50,589"
Nothing It 's expression,Mrs. Geller,4,neutral,1790,2,872,4,1,2,"0:09:50,798","0:09:52,530"
Do n't listen mother,Mr. Geller,4,neutral,1791,1,872,6,1,2,"00:09:54,302","00:09:55,468"
You 're independent always,Mr. Geller,4,neutral,1791,2,872,7,1,2,"00:09:55,678","00:09:57,637"
Even kid ... chubby friends fine,Mr. Geller,4,neutral,1791,3,872,8,1,2,"00:09:57,847","00:10:03,351"
And would read alone room puzzles,Mr. Geller,4,neutral,1791,4,872,9,1,2,"00:10:05,146","00:10:08,273"
200 Are sure Pheebs I mean,Joey,6,negative,1792,4,873,4,5,4,"00:16:30,572","00:16:34,867"
Oh I 'm still mad I also bring happiness lots kids 's moms n't kill supporting I 'm good thing I 'm,Phoebe,0,negative,1792,5,873,5,5,4,"00:16:35,035","00:16:47,880"
What kind problem,Ross,6,negative,1793,0,874,0,5,13,"00:21:07,474","00:21:08,641"
Well tell truth uh problem bag,Joey,5,negative,1793,1,874,1,5,13,"00:21:08,976","00:21:14,021"
I n't wan na give bag,Joey,5,negative,1793,2,874,5,5,13,"0:21:21,280","0:21:22,842"
I n't give bag,Joey,0,negative,1793,3,874,6,5,13,"0:21:22,842","0:21:23,670"
Do I Rach,Joey,5,negative,1793,4,874,7,5,13,"00:21:24,116","00:21:26,617"
Oh think I give bag,Joey,0,negative,1793,5,874,8,5,13,"00:21:30,038","00:21:32,456"
Well tell truth uh problem bag,Joey,5,negative,1794,0,874,1,5,13,"00:21:08,976","00:21:14,021"
Y'know It stupid play anyway,Joey,5,negative,1794,2,874,3,5,13,"00:21:15,565","00:21:18,109"
I n't wan na give bag,Joey,5,negative,1794,3,874,5,5,13,"0:21:21,280","0:21:22,842"
I n't give bag,Joey,0,negative,1794,4,874,6,5,13,"0:21:22,842","0:21:23,670"
Do I Rach,Joey,5,negative,1794,5,874,7,5,13,"00:21:24,116","00:21:26,617"
Oh think I give bag,Joey,0,negative,1794,6,874,8,5,13,"00:21:30,038","00:21:32,456"
Y'know It stupid play anyway,Joey,5,negative,1795,0,874,3,5,13,"00:21:15,565","00:21:18,109"
Y'know Joey I think 's time give bag,Monica,5,negative,1795,1,874,4,5,13,"00:21:19,069","00:21:20,820"
I n't wan na give bag,Joey,5,negative,1795,2,874,5,5,13,"0:21:21,280","0:21:22,842"
I n't give bag,Joey,0,negative,1795,3,874,6,5,13,"0:21:22,842","0:21:23,670"
Do I Rach,Joey,5,negative,1795,4,874,7,5,13,"00:21:24,116","00:21:26,617"
Oh think I give bag,Joey,0,negative,1795,5,874,8,5,13,"00:21:30,038","00:21:32,456"
I n't wan na give bag,Joey,5,negative,1796,0,874,5,5,13,"0:21:21,280","0:21:22,842"
I n't give bag,Joey,0,negative,1796,1,874,6,5,13,"0:21:22,842","0:21:23,670"
Do I Rach,Joey,5,negative,1796,2,874,7,5,13,"00:21:24,116","00:21:26,617"
Oh think I give bag,Joey,0,negative,1796,3,874,8,5,13,"00:21:30,038","00:21:32,456"
Honey wait Joey I Åf sorry I mean terrific I think,Rachel,4,neutral,1796,4,874,9,5,13,"00:21:32,749","00:21:37,169"
I n't know world ready bag,Rachel,5,negative,1796,5,874,10,5,13,"00:21:39,339","00:21:44,051"
I ca n't believe I 'm hearing,Joey,5,negative,1796,6,874,11,5,13,"00:21:46,555","00:21:48,139"
I 'm saying Åf bag I 's bags little less umm controversial,Rachel,4,neutral,1796,9,874,14,5,13,"00:21:48,390","00:21:59,275"
Honey wait Joey I Åf sorry I mean terrific I think,Rachel,4,neutral,1797,0,874,9,5,13,"00:21:32,749","00:21:37,169"
I n't know world ready bag,Rachel,5,negative,1797,1,874,10,5,13,"00:21:39,339","00:21:44,051"
I 'm saying Åf bag I 's bags little less umm controversial,Rachel,4,neutral,1797,4,874,14,5,13,"00:21:48,390","00:21:59,275"
Yeah umm 're called wallets,Chandler,4,neutral,1797,5,874,15,5,13,"00:22:00,319","00:22:02,987"
I think 'll find room liking,Hotel Clerk,4,neutral,1798,0,875,0,5,5,"00:07:33,911","00:07:36,246"
They say 's got half tank left,Hotel Clerk,4,neutral,1798,2,875,2,5,5,"00:07:40,877","00:07:43,753"
Half tank We still got lot high-speed chasing,Chandler,6,positive,1798,3,875,3,5,5,"00:07:44,672","00:07:48,383"
Half tank We still got lot high-speed chasing,Chandler,6,positive,1799,0,875,3,5,5,"00:07:44,672","00:07:48,383"
We 're switching rooms,Monica,0,negative,1799,1,875,4,5,5,"0:07:48,968","0:07:50,180"
This garden view room paid ocean view room,Monica,0,negative,1799,3,875,6,5,5,"00:07:52,180","00:07:55,599"
Excuse umm I talk second,Monica,0,negative,1799,4,875,8,5,5,"00:08:01,856","00:08:04,983"
This garden view room paid ocean view room,Monica,0,negative,1800,0,875,6,5,5,"00:07:52,180","00:07:55,599"
Our last ocean view room unacceptable,Hotel Clerk,3,positive,1800,1,875,7,5,5,"00:07:55,808","00:08:00,979"
Excuse umm I talk second,Monica,0,negative,1800,2,875,8,5,5,"00:08:01,856","00:08:04,983"
Are kidding Joey Joey Joey Joey Joey Joey Joey Joey Joey Joey,Chandler,0,negative,1801,0,876,0,4,20,"00:00:11,803","00:00:21,645"
Joey Joey Joey Joey Joey,Joey,0,negative,1801,1,876,1,4,20,"00:00:21,813","00:00:27,484"
Oh Oh did-did-did I wake,Chandler,6,negative,1801,2,876,2,4,20,"00:00:42,959","00:00:45,044"
Hey Oh I leave I-I-I-I Åf think coming,David,6,positive,1802,1,877,1,7,11,"00:14:43,465","00:14:47,594"
Oh I Åf miss,Phoebe,3,positive,1802,2,877,2,7,11,"00:14:47,761","00:14:50,263"
Well I Åf glad Åf,David,3,positive,1802,3,877,3,7,11,"00:14:50,431","00:14:52,390"
Oh Åf gentleman Come We Åf going place,Phoebe,3,positive,1802,4,877,4,7,11,"00:14:52,683","00:14:57,520"
So guys okay,Joey,4,neutral,1803,2,878,2,7,16,"00:19:39,678","00:19:42,763"
So guys okay,Joey,4,neutral,1804,0,878,2,7,16,"00:19:39,678","00:19:42,763"
Yeah talked Monica made see I reacted little bit things life important,Chandler,4,neutral,1804,1,878,3,7,16,"00:19:42,931","00:19:57,486"
Well yeah sure Åf,Rachel,4,neutral,1805,1,879,1,7,4,"0:20:52,761","0:20:54,477"
I got asked twice today I lunchÅcby guys,Tag,4,neutral,1805,2,879,2,7,4,"00:20:55,087","00:20:58,506"
Yeah Did tell someone I gay,Tag,4,neutral,1806,1,880,1,1,1,"00:21:04,338","00:21:06,597"
Oh want people know,Rachel,3,positive,1806,2,880,2,1,1,"00:21:06,807","00:21:10,142"
I Åf think I say,Tag,4,neutral,1807,0,883,0,7,4,"00:21:20,195","00:21:23,698"
Ohh say Come I Åf want feel like Åf tell things,Rachel,4,neutral,1807,1,883,1,7,4,"00:21:25,534","00:21:29,203"
I Åf love ask friend Phoebe,Tag,4,neutral,1807,6,883,6,7,4,"00:21:36,295","00:21:38,671"
Yeah Åf gay,Rachel,4,neutral,1807,7,883,7,7,4,"00:21:41,717","00:21:43,467"
Great All right I Åf call later,Joey,3,positive,1808,1,884,1,4,7,"0:01:44,646","0:01:44,788"
Look Joey Kathy clearly fulfilling emotional needs,Chandler,0,negative,1809,2,884,13,4,7,"00:02:32,694","00:02:37,698"
But Casey I mean granted I saw back head I got sense Åf s-she Åf smart funny gets,Chandler,4,neutral,1809,3,884,14,4,7,"00:02:37,866","00:02:46,081"
That would Casey We Åf going tonight,Joey,4,neutral,1810,1,884,4,4,7,"00:01:49,818","00:01:52,111"
Goin Åf huh Wow Wow So things Åf work Kathy huh Bummer,Chandler,6,positive,1810,2,884,5,4,7,"00:01:52,320","00:02:00,410"
No things fine Kathy I Åf late dinner tonight right early dinner Casey,Joey,4,neutral,1810,3,884,6,4,7,"00:02:00,620","00:02:06,625"
Yeah-yeah And craziest thing I ate whole pizza,Joey,0,negative,1810,5,884,8,4,7,"00:02:08,336","00:02:12,297"
Wait You Åf going Kathy,Chandler,6,negative,1810,6,884,9,4,7,"00:02:14,217","00:02:16,468"
Yeah Why getting upset,Joey,6,negative,1810,7,884,10,4,7,"00:02:17,095","00:02:21,056"
Well I Åf upset I mean sex endless line beautiful women must unfulfilling,Chandler,1,negative,1810,8,884,11,4,7,"00:02:18,346","00:02:26,687"
What big deal It Åf like Åf exclusive,Joey,5,negative,1810,9,884,12,4,7,"00:02:28,898","00:02:32,484"
Look Joey Kathy clearly fulfilling emotional needs,Chandler,0,negative,1810,10,884,13,4,7,"00:02:32,694","00:02:37,698"
But Casey I mean granted I saw back head I got sense Åf s-she Åf smart funny gets,Chandler,4,neutral,1810,11,884,14,4,7,"00:02:37,866","00:02:46,081"
You got back head,Joey,6,negative,1810,12,884,15,4,7,"00:02:50,086","00:02:52,379"
All right look I think Åf time settle Y'know Make choice pick lane,Chandler,4,neutral,1810,13,884,16,4,7,"00:02:52,589","00:02:56,633"
Who Åf Elaine,Joey,4,neutral,1810,14,884,17,4,7,"00:02:57,260","00:02:58,260"
Can people see,Chandler,3,positive,1811,0,885,0,7,5,"00:14:41,171","00:14:43,590"
I Åf know Rach,Joey,4,neutral,1812,1,885,2,7,5,"0:14:48,429","0:14:49,430"
Oh come I Åf give ten free,Rachel,0,negative,1812,2,885,3,7,5,"0:14:49,430","0:14:52,332"
One No ten You said ten You Åf take back,Joey,0,negative,1812,3,885,4,7,5,"00:14:54,018","00:14:56,728"
Listen watch cartoons television,Chandler,4,neutral,1813,2,886,2,4,17,"00:13:19,256","00:13:21,341"
We need porn break,Chandler,4,neutral,1813,3,886,3,4,17,"00:13:21,509","00:13:24,010"
We spent last two hours watching In Out In Again,Chandler,4,neutral,1813,4,886,4,4,17,"00:13:24,178","00:13:28,139"
Well Åf turn,Rachel,3,positive,1813,5,886,5,4,17,"00:13:29,934","00:13:31,976"
Because would guys turned free porn,Chandler,4,neutral,1813,6,886,6,4,17,"00:13:32,144","00:13:35,021"
Listen watch cartoons television,Chandler,4,neutral,1814,1,886,2,4,17,"00:13:19,256","00:13:21,341"
We need porn break,Chandler,4,neutral,1814,2,886,3,4,17,"00:13:21,509","00:13:24,010"
We spent last two hours watching In Out In Again,Chandler,4,neutral,1814,3,886,4,4,17,"00:13:24,178","00:13:28,139"
Because would guys turned free porn,Chandler,4,neutral,1814,4,886,6,4,17,"00:13:32,144","00:13:35,021"
Ooh good Åf hear Okay,Phoebe,3,positive,1814,5,886,7,4,17,"00:13:36,732","00:13:38,733"
Oh well I Åf glad asked,Phoebe,3,positive,1814,6,886,11,4,17,"00:13:41,570","00:13:44,572"
Now Åf hate cut tin ordinary steak knife,Phoebe,1,negative,1814,7,886,12,4,17,"00:13:47,576","00:13:52,705"
Now I know Åf thinking,Phoebe,4,neutral,1814,9,886,14,4,17,"00:13:56,210","00:13:57,961"
Pregnant Woman Slays Four,Chandler,2,negative,1814,10,886,15,4,17,"00:13:58,128","00:14:00,004"
No-no I know I make enough money second part plan,Phoebe,4,neutral,1814,11,886,21,4,17,"00:14:13,519","00:14:16,479"
What Åf second part plan,Chandler,4,neutral,1814,12,886,22,4,17,"00:14:16,647","00:14:20,066"
Ooh good Åf hear Okay,Phoebe,3,positive,1815,0,886,7,4,17,"00:13:36,732","00:13:38,733"
Oh well I Åf glad asked,Phoebe,3,positive,1815,3,886,11,4,17,"00:13:41,570","00:13:44,572"
Now Åf hate cut tin ordinary steak knife,Phoebe,1,negative,1815,4,886,12,4,17,"00:13:47,576","00:13:52,705"
Now I know Åf thinking,Phoebe,4,neutral,1815,6,886,14,4,17,"00:13:56,210","00:13:57,961"
Phoebe Åf make pay knives,Monica,6,negative,1815,7,886,16,4,17,"00:14:02,341","00:14:04,384"
Well what-what Åe cha got,Rachel,3,positive,1816,1,886,10,4,17,"00:13:40,110","00:13:41,402"
Oh well I Åf glad asked,Phoebe,3,positive,1816,2,886,11,4,17,"00:13:41,570","00:13:44,572"
Now Åf hate cut tin ordinary steak knife,Phoebe,1,negative,1816,3,886,12,4,17,"00:13:47,576","00:13:52,705"
Now I know Åf thinking,Phoebe,4,neutral,1816,5,886,14,4,17,"00:13:56,210","00:13:57,961"
Honey Åf gon na make enough money help Frank Alice selling knives,Rachel,4,neutral,1816,7,886,20,4,17,"00:14:09,056","00:14:12,100"
No-no I know I make enough money second part plan,Phoebe,4,neutral,1816,8,886,21,4,17,"00:14:13,519","00:14:16,479"
Listen watch cartoons television,Chandler,4,neutral,1817,1,886,2,4,17,"00:13:19,256","00:13:21,341"
We need porn break,Chandler,4,neutral,1817,2,886,3,4,17,"00:13:21,509","00:13:24,010"
We spent last two hours watching In Out In Again,Chandler,4,neutral,1817,3,886,4,4,17,"00:13:24,178","00:13:28,139"
Pregnant Woman Slays Four,Chandler,2,negative,1817,4,886,15,4,17,"00:13:58,128","00:14:00,004"
Phoebe Åf make pay knives,Monica,6,negative,1817,5,886,16,4,17,"00:14:02,341","00:14:04,384"
Yes Åf right,Ross,4,neutral,1818,0,887,0,6,17,"00:19:26,165","00:19:29,083"
I tired attacking two women work,Ross,4,neutral,1818,2,887,2,6,17,"00:19:31,461","00:19:35,047"
No I mean Åf okay I mean Åf re-they Åf friends,Ross,4,neutral,1818,4,887,4,6,17,"00:19:35,632","00:19:42,305"
In fact I-I-I married one,Ross,0,negative,1818,5,887,5,6,17,"00:19:37,509","00:19:42,305"
Let get straight man attacked ex-wife,The Instructor,0,negative,1818,6,887,6,6,17,"00:19:42,472","00:19:44,849"
No I tired,Ross,6,negative,1818,9,887,9,6,17,"00:19:47,936","00:19:49,896"
But I Åf,Ross,4,neutral,1818,10,887,10,6,17,"0:19:51,773","0:19:53,125"
That Åf I Åf,Ross,0,negative,1818,11,887,11,6,17,"0:19:53,125","0:19:54,611"
Maybe could attack together,Ross,4,neutral,1818,12,887,12,6,17,"00:19:55,027","00:19:57,695"
What No No I Åf stopping I Åf Red Ross,Ross,5,negative,1819,0,888,0,4,15,"00:16:13,430","00:16:16,599"
Dude go back Åf gon na Dead Ross,Joey,0,negative,1819,1,888,1,4,15,"00:16:16,767","00:16:19,978"
I Åf care I quitting I insist finishing game,Ross,0,negative,1819,2,888,2,4,15,"00:16:20,145","00:16:26,567"
I Åf gon na go get Okay I going back,Ross,3,positive,1819,3,888,18,4,15,"00:17:08,444","00:17:11,487"
The Red Ross Okay,Joey,3,positive,1819,4,888,19,4,15,"00:17:13,991","00:17:17,326"
I Åf care I quitting I insist finishing game,Ross,0,negative,1820,0,888,2,4,15,"00:16:20,145","00:16:26,567"
All right right insist least let help,Emily,0,negative,1820,1,888,3,4,15,"00:16:23,565","00:16:26,567"
No God That place woman Those guys grab anything,Ross,4,neutral,1820,2,888,4,4,15,"00:16:26,735","00:16:30,780"
No That Åf I Åf saying I may know things might help inflict pain,Emily,4,neutral,1820,3,888,5,4,15,"00:16:31,907","00:16:36,619"
Yeah Listen closely Devon got weak ankle,Emily,4,neutral,1820,5,888,7,4,15,"0:16:40,332","0:16:42,251"
One swift kick Åf back,Emily,4,neutral,1820,7,888,9,4,15,"00:16:42,584","00:16:44,669"
All right bad ankle got,Ross,4,neutral,1820,8,888,10,4,15,"00:16:44,837","00:16:46,587"
And big bloke beard got trick hip,Emily,4,neutral,1820,9,888,11,4,15,"00:16:46,755","00:16:50,591"
And uh David I heard Åf wear cup,Emily,4,neutral,1820,11,888,13,4,15,"0:16:54,321","0:16:54,685"
Yeah I use trick hip cup okay Okay,Ross,3,positive,1820,12,888,14,4,15,"00:16:54,805","00:16:58,057"
And uh Liam Liam Åf got bad knees You hit right Åf go like lamp,Emily,4,neutral,1820,13,888,15,4,15,"00:16:58,267","00:17:03,187"
But-but Liam Åf team,Ross,3,positive,1820,14,888,16,4,15,"00:17:03,355","00:17:05,064"
I Åf care You get,Emily,0,negative,1820,15,888,17,4,15,"00:17:05,232","00:17:08,276"
I Åf gon na go get Okay I going back,Ross,3,positive,1820,16,888,18,4,15,"00:17:08,444","00:17:11,487"
Oh Oh way,Rachel,4,neutral,1821,0,889,0,8,1,"0:03:04,642","0:03:05,393"
Oh I know I could think two names Ed Begley Jr. I remembered Åf gay,Phoebe,4,neutral,1821,3,889,3,8,1,"00:03:08,271","00:03:15,819"
Ed Begley Jr. gay,Rachel,4,neutral,1821,4,889,4,8,1,"0:03:16,321","0:03:18,532"
Uh Åf Can I take message,Rachel,4,neutral,1822,2,890,2,6,4,"00:19:18,907","00:19:20,449"
Yes Russell Ross Åf divorce lawyer tell since I Åf heard I assume Åf decided give marriage try,Russell,4,neutral,1822,3,890,3,6,4,"00:19:23,203","00:19:31,127"
Ross got married Nooooooo,Rachel,6,negative,1822,4,890,4,6,4,"00:19:28,125","00:19:31,127"
Oh-oh Okay Åf kicking,Rachel,3,positive,1823,0,891,0,8,16,"00:02:20,974","00:02:23,892"
Oh She Åf growing inside,Chandler,4,neutral,1823,1,891,1,8,16,"00:02:24,811","00:02:27,354"
Wow big one,Rachel,6,positive,1823,4,891,4,8,16,"0:02:28,815","0:02:29,858"
I think Åf youngest girl ever reject,Chandler,3,positive,1823,5,891,5,8,16,"0:02:29,858","0:02:33,425"
I think Åf youngest girl ever reject,Chandler,3,positive,1824,0,891,5,8,16,"0:02:29,858","0:02:33,425"
Oh hey guys,Phoebe,3,positive,1824,1,891,6,8,16,"00:02:34,279","00:02:35,779"
Sure I hang Åe til I meet ya What uh How come Åf going,Joey,4,neutral,1825,0,892,0,8,21,"00:03:46,185","00:03:53,817"
I job interview I get ready,Chandler,4,neutral,1825,1,892,1,8,21,"00:03:50,105","00:03:53,817"
I thought already job,Joey,4,neutral,1825,2,892,2,8,21,"0:03:53,984","0:03:55,152"
And people say Åf pay attention,Chandler,4,neutral,1825,3,892,3,8,21,"0:03:55,152","0:03:59,031"
No much better job,Chandler,4,neutral,1825,4,892,4,8,21,"00:03:59,114","00:04:02,076"
It Åf vice-president company data reconfiguration statistical factoring companies,Chandler,4,neutral,1825,5,892,5,8,21,"00:04:02,243","00:04:06,580"
Wow How know,Joey,6,positive,1825,6,892,6,8,21,"0:04:08,666","0:04:10,838"
That Åf I,Chandler,4,neutral,1825,7,892,7,8,21,"0:04:10,838","0:04:13,467"
And people say Åf pay attention,Chandler,4,neutral,1826,0,892,3,8,21,"0:03:55,152","0:03:59,031"
No much better job,Chandler,4,neutral,1826,1,892,4,8,21,"00:03:59,114","00:04:02,076"
It Åf vice-president company data reconfiguration statistical factoring companies,Chandler,4,neutral,1826,2,892,5,8,21,"00:04:02,243","00:04:06,580"
That Åf I,Chandler,4,neutral,1826,3,892,7,8,21,"0:04:10,838","0:04:13,467"
Hey Joey come taste,Monica,4,neutral,1826,4,892,8,8,21,"0:04:14,630","0:04:16,402"
He teaches course food criticism New School go movies I wan na go make try bouillabaisse,Monica,4,neutral,1826,6,892,13,8,21,"00:04:26,350","00:04:33,816"
Oh I wait read front page Post tomorrow,Monica,3,positive,1826,7,892,14,8,21,"00:04:33,983","00:04:37,194"
Restaurant reviewer admits : I wrong Monica,Monica,3,positive,1826,8,892,15,8,21,"00:04:37,361","00:04:42,199"
The front page You really live little world Åf ya,Chandler,5,negative,1826,9,892,16,8,21,"00:04:42,366","00:04:47,329"
Hey Joey come taste,Monica,4,neutral,1827,0,892,8,8,21,"0:04:14,630","0:04:16,402"
Remember guy gave bad review WellÅc I Åf getting revenge,Monica,0,negative,1827,2,892,10,8,21,"00:04:17,091","00:04:23,264"
He teaches course food criticism New School go movies I wan na go make try bouillabaisse,Monica,4,neutral,1827,5,892,13,8,21,"00:04:26,350","00:04:33,816"
Oh I wait read front page Post tomorrow,Monica,3,positive,1827,6,892,14,8,21,"00:04:33,983","00:04:37,194"
Restaurant reviewer admits : I wrong Monica,Monica,3,positive,1827,7,892,15,8,21,"00:04:37,361","00:04:42,199"
So uh find anyone marry guys yet,Joey,4,neutral,1828,0,893,0,7,16,"00:04:52,083","00:04:54,501"
No Horny Monica Minister called wanting know still together,Chandler,1,negative,1828,1,893,1,7,16,"00:04:54,752","00:05:01,216"
Look I Åf thinking,Joey,4,neutral,1828,5,893,6,7,16,"0:05:07,576","0:05:07,718"
I Åf actor right,Joey,4,neutral,1828,6,893,7,7,16,"0:05:07,807","0:05:08,975"
So I Åf get nervous talking front people,Joey,4,neutral,1828,7,893,8,7,16,"0:05:08,975","0:05:11,109"
I Åf spit I Åf stare Monica Åf breasts,Joey,0,negative,1828,8,893,9,7,16,"00:05:11,269","00:05:14,813"
Everyone knows I Åf ass man,Joey,3,positive,1828,9,893,10,7,16,"00:05:15,565","00:05:18,275"
Yeah important thing Åf like stranger barely knows,Joey,3,positive,1828,10,893,12,7,16,"00:05:19,736","00:05:25,574"
And I swear I Åf really good job,Joey,3,positive,1828,12,893,14,7,16,"0:05:26,714","0:05:29,434"
Plus Åf know I love guys and-and would really mean lot,Joey,3,positive,1828,13,893,15,7,16,"00:05:29,579","00:05:33,040"
No Horny Monica Minister called wanting know still together,Chandler,1,negative,1829,0,893,1,7,16,"00:04:54,752","00:05:01,216"
We Åf never gon na find anybody,Monica,5,negative,1829,1,893,2,7,16,"0:05:02,969","0:05:04,513"
We Åf never gon na find anybody,Monica,5,negative,1830,0,893,2,7,16,"0:05:02,969","0:05:04,513"
Look I Åf thinking,Joey,4,neutral,1830,3,893,6,7,16,"0:05:07,576","0:05:07,718"
I Åf actor right,Joey,4,neutral,1830,4,893,7,7,16,"0:05:07,807","0:05:08,975"
So I Åf get nervous talking front people,Joey,4,neutral,1830,5,893,8,7,16,"0:05:08,975","0:05:11,109"
I Åf spit I Åf stare Monica Åf breasts,Joey,0,negative,1830,6,893,9,7,16,"00:05:11,269","00:05:14,813"
Everyone knows I Åf ass man,Joey,3,positive,1830,7,893,10,7,16,"00:05:15,565","00:05:18,275"
Yeah important thing Åf like stranger barely knows,Joey,3,positive,1830,9,893,12,7,16,"00:05:19,736","00:05:25,574"
And I swear I Åf really good job,Joey,3,positive,1830,11,893,14,7,16,"0:05:26,714","0:05:29,434"
Plus Åf know I love guys and-and would really mean lot,Joey,3,positive,1830,12,893,15,7,16,"00:05:29,579","00:05:33,040"
It might kinda cool,Monica,3,positive,1830,13,893,16,7,16,"00:05:35,126","00:05:36,376"
I still Åf believe took away key You trust,Joey,2,negative,1831,0,895,0,8,3,"00:07:33,494","00:07:36,955"
Of course I And I Åf gon na give back soon Åf done key shining place,Phoebe,4,neutral,1831,1,895,1,8,3,"00:07:37,165","00:07:46,798"
