,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
10250,hi,Phoebe,3,1815,2
10251,oh well glad asked,Phoebe,3,1815,3
10252,hate cut tin ordinary steak knife,Phoebe,1,1815,4
10253,ahh,Phoebe,4,1815,5
10254,know thinking,Phoebe,4,1815,6
10255,phoebe make pay knife,Monica,6,1815,7
10256,hi,Phoebe,3,1816,0
10257,well cha got,Rachel,3,1816,1
10258,oh well glad asked,Phoebe,3,1816,2
10259,hate cut tin ordinary steak knife,Phoebe,1,1816,3
10260,ahh,Phoebe,4,1816,4
10261,know thinking,Phoebe,4,1816,5
10262,honey gon na make enough money help frank alice selling knife,Rachel,4,1816,7
10263,know make enough money second part plan,Phoebe,4,1816,8
10264,hi,Chandler,3,1817,0
10265,listen watch cartoon television,Chandler,4,1817,1
10266,need porn break,Chandler,4,1817,2
10267,spent last two hour watching,Chandler,4,1817,3
10268,pregnant woman slays four,Chandler,2,1817,4
10269,phoebe make pay knife,Monica,6,1817,5
10270,yes right,Ross,4,1818,0
10271,tired attacking two woman work,Ross,4,1818,2
10272,mean okay mean friend,Ross,4,1818,4
10273,fact married one,Ross,0,1818,5
10274,let get straight man attacked,The Instructor,0,1818,6
10275,oh,Ross,6,1818,7
10276,tired,Ross,6,1818,9
10277,maybe could attack together,Ross,4,1818,12
10278,stopping red ross,Ross,5,1819,0
10279,dude go back gon na dead ross,Joey,0,1819,1
10280,care quitting insist finishing game,Ross,0,1819,2
10281,gon na go get okay going back,Ross,3,1819,3
10282,red ross okay,Joey,3,1819,4
10283,care quitting insist finishing game,Ross,0,1820,0
10284,right right insist least let help,Emily,0,1820,1
10285,god place woman guy grab anything,Ross,4,1820,2
10286,saying may know thing might help inflict pain,Emily,4,1820,3
10287,like,Ross,3,1820,4
10288,yeah listen closely devon got weak ankle,Emily,4,1820,5
10289,huh,Ross,4,1820,6
10290,one swift kick back,Emily,4,1820,7
10291,right bad ankle got,Ross,4,1820,8
10292,big bloke beard got trick hip,Emily,4,1820,9
10293,yeah,Emily,4,1820,10
10294,uh david heard wear cup,Emily,4,1820,11
10295,yeah use trick hip cup okay okay,Ross,3,1820,12
10296,uh liam liam got bad knee hit right go like lamp,Emily,4,1820,13
10297,liam team,Ross,3,1820,14
10298,care get,Emily,0,1820,15
10299,gon na go get okay going back,Ross,3,1820,16
10300,oh oh way,Rachel,4,1821,0
10301,james brolin,Rachel,4,1821,2
10302,oh know could think two name ed begley remembered gay,Phoebe,4,1821,3
10303,ed begley gay,Rachel,4,1821,4
10304,really,Phoebe,6,1821,5
10305,hello,Rachel,4,1822,0
10306,hello ross,Russell,4,1822,1
10307,uh take message,Rachel,4,1822,2
10308,yes russell ross divorce lawyer tell since heard assume decided give marriage try,Russell,4,1822,3
10309,ross got married nooooooo,Rachel,6,1822,4
10310,okay kicking,Rachel,3,1823,0
10311,oh growing inside,Chandler,4,1823,1
10312,whoa,Rachel,6,1823,2
10313,oh,Chandler,6,1823,3
10314,wow big one,Rachel,6,1823,4
10315,think youngest girl ever reject,Chandler,3,1823,5
10316,think youngest girl ever reject,Chandler,3,1824,0
10317,oh hey guy,Phoebe,3,1824,1
10318,sure hang til meet ya uh come going,Joey,4,1825,0
10319,job interview get ready,Chandler,4,1825,1
10320,thought already job,Joey,4,1825,2
10321,people say pay attention,Chandler,4,1825,3
10322,much better job,Chandler,4,1825,4
10323,company data reconfiguration statistical factoring company,Chandler,4,1825,5
10324,wow know,Joey,6,1825,6
10325,people say pay attention,Chandler,4,1826,0
10326,much better job,Chandler,4,1826,1
10327,company data reconfiguration statistical factoring company,Chandler,4,1826,2
10328,hey joey come taste,Monica,4,1826,4
10329,teach course food criticism new school go movie wan na go make try bouillabaisse,Monica,4,1826,6
10330,oh wait read front page post tomorrow,Monica,3,1826,7
10331,restaurant reviewer admits wrong monica,Monica,3,1826,8
10332,front page really live little world ya,Chandler,5,1826,9
10333,hey joey come taste,Monica,4,1827,0
10334,remember guy gave bad review getting revenge,Monica,0,1827,2
10335,cooked,Joey,6,1827,3
10336,teach course food criticism new school go movie wan na go make try bouillabaisse,Monica,4,1827,5
10337,oh wait read front page post tomorrow,Monica,3,1827,6
10338,restaurant reviewer admits wrong monica,Monica,3,1827,7
10339,uh find anyone marry guy yet,Joey,4,1828,0
10340,horny monica minister called wanting know still together,Chandler,1,1828,1
10341,well let,Joey,3,1828,2
10342,joe,Chandler,3,1828,3
10343,look thinking,Joey,4,1828,5
10344,actor right,Joey,4,1828,6
10345,get nervous talking front people,Joey,4,1828,7
10346,spit stare monica breast,Joey,0,1828,8
10347,everyone know as man,Joey,3,1828,9
10348,yeah important thing like stranger barely know,Joey,3,1828,10
10349,swear really good job,Joey,3,1828,12
10350,plus know love guy would really mean lot,Joey,3,1828,13
10351,horny monica minister called wanting know still together,Chandler,1,1829,0
10352,never gon na find anybody,Monica,5,1829,1
10353,never gon na find anybody,Monica,5,1830,0
10354,well let,Joey,3,1830,1
10355,look thinking,Joey,4,1830,3
10356,actor right,Joey,4,1830,4
10357,get nervous talking front people,Joey,4,1830,5
10358,spit stare monica breast,Joey,0,1830,6
10359,everyone know as man,Joey,3,1830,7
10360,TRUE,Monica,4,1830,8
10361,yeah important thing like stranger barely know,Joey,3,1830,9
10362,swear really good job,Joey,3,1830,11
10363,plus know love guy would really mean lot,Joey,3,1830,12
10364,might kinda cool,Monica,3,1830,13
10365,still believe took away key trust,Joey,2,1831,0
10366,course gon na give back soon done key shining place,Phoebe,4,1831,1
10367,hell,Joey,0,1831,2
10368,whoa whoa whoa treeger,Joey,6,1831,3
10369,hell,Joey,0,1832,0
10370,whoa whoa whoa treeger,Joey,6,1832,1
10371,said gas leak,Mr. Treeger,4,1832,2
10372,time find thing whole place might exploded,Mr. Treeger,4,1832,3
10373,happens another building manage people gon na start asking question,Mr. Treeger,4,1832,4
10374,come,Mr. Treeger,0,1832,5
10375,hurry,Mr. Treeger,5,1832,6
10376,said gas leak,Mr. Treeger,4,1833,0
10377,well use key,Phoebe,4,1833,1
10378,time find thing whole place might exploded,Mr. Treeger,4,1833,2
10379,happens another building manage people gon na start asking question,Mr. Treeger,4,1833,3
10380,come,Mr. Treeger,0,1833,4
10381,hurry,Mr. Treeger,5,1833,5
10382,oh could done,Phoebe,4,1833,6
10383,luckily guy settled hear talking,Chandler,4,1834,0
10384,oh sorry,Phoebe,5,1834,1
10385,um maybe wrong,Phoebe,5,1834,2
10386,know gon na go find,Phoebe,4,1834,3
10387,believe guy destined someone else still gon na date,Chandler,6,1834,4
10388,well may soul mate girl got ta eat,Phoebe,4,1834,5
10389,oh made happy,Monica,0,1835,0
10390,little girl miss cat,Ross,4,1835,1
10391,crazy lady think mother cat,Ross,5,1835,2
10392,okay go dinner son trust see phoebe tell,Ross,4,1835,3
10393,little girl miss cat,Ross,4,1836,0
10394,crazy lady think mother cat,Ross,5,1836,1
10395,okay go dinner son trust see phoebe tell,Ross,4,1836,2
10396,yeah,All,4,1836,3
10397,thank,Ross,4,1836,4
10398,little girl miss cat,Ross,4,1837,0
10399,crazy lady think mother cat,Ross,5,1837,1
10400,okay go dinner son trust see phoebe tell,Ross,4,1837,2
10401,thank,Ross,4,1837,3
10402,right,Monica,3,1838,1
10403,right,Monica,3,1839,0
10404,think might one time wrong,Chandler,4,1839,1
10405,think might one time wrong,Chandler,4,1840,0
10406,think,All,6,1840,1
10407,right,Chandler,4,1840,2
10408,seven hundred buck,Joey,3,1841,0
10409,alright fruit,Chandler,3,1841,1
10410,man hell two week huh though really feel like learned something,Joey,3,1841,2
10411,really gon na stick thing,Chandler,4,1841,3
10412,crazy blind man get sight back walk around like,Joey,1,1841,4
10413,oh,Phoebe,4,1842,0
10414,delicacy india,Monica,4,1842,1
10415,although city home,Phoebe,4,1843,1
10416,dumb said tell said,Phoebe,4,1843,2
10417,umm make something,Phoebe,4,1843,3
10418,nice thank,Phoebe,3,1843,4
10419,eye pretty,Mischa,3,1843,7
10420,thank much oh thank,Phoebe,3,1843,8
10421,would like kiss,Mischa,4,1843,9
10422,okay,Phoebe,4,1843,10
10423,well moment,Phoebe,4,1843,13
10424,oh,Phoebe,4,1843,14
10425,oy,Mischa,4,1843,15
10426,hey hold minute hold second think pearl nice,Chandler,0,1844,0
10427,really prefer mountain bike,Joey,4,1844,1
10428,janice birthday coming want get something speacial come,Chandler,4,1844,2
10429,whoa whoa whoa wait whoa,Joey,6,1844,3
10430,ah want get something speacial get flower get candy get gum girl love gum,Joey,0,1844,4
10431,good idea dear janice birthday would like get something serious,Chandler,1,1844,5
10432,oh want something serious,Joey,4,1844,6
10433,get one um barium enema,Joey,4,1844,7
10434,dead serious,Joey,4,1844,8
10435,right look gon na go buy anything ever,Chandler,0,1844,9
10436,okay buy pearl,Joey,2,1844,10
10437,oh god uh okay thing thing okay thing,Joey,4,1844,12
10438,thing,Chandler,5,1844,13
10439,okay went mattress king showroom saw janice kissing,Joey,5,1844,14
10440,office,Joey,4,1844,16
10441,well,Chandler,5,1844,17
10442,telling like watching bambi learn walk,Rachel,0,1845,0
10443,drunk mom dad gon na maaaaadd maybe little drunk,Ross,6,1845,1
10444,drunk mom dad gon na maaaaadd maybe little drunk,Ross,6,1846,0
10445,hey crab cake tell ya come straight crab cake ready,Joey,3,1846,1
10446,hey crab cake tell ya come straight crab cake ready,Joey,3,1847,0
10447,feeling,Chandler,4,1847,1
10448,get little bit okay,Chandler,4,1847,2
10449,put bed okay,Chandler,4,1847,3
10450,smile talk,Chandler,4,1847,4
10451,feeling,Chandler,4,1848,0
10452,get little bit okay,Chandler,4,1848,2
10453,put bed okay,Chandler,4,1848,3
10454,smile talk,Chandler,4,1848,4
10455,really wish,Ross,0,1849,1
10456,really wish,Ross,0,1850,0
10457,get little bit okay,Chandler,4,1850,1
10458,put bed okay,Chandler,4,1850,2
10459,smile talk,Chandler,4,1850,3
10460,get little bit okay,Chandler,4,1851,0
10461,put bed okay,Chandler,4,1851,1
10462,smile talk,Chandler,4,1851,2
10463,speech speech let hear birthday girl huh,Phoebe,3,1851,3
10464,pheebs,Chandler,3,1851,4
10465,see everyone looking plan working even take top yet,Phoebe,3,1851,5
10466,see everyone looking plan working even take top yet,Phoebe,3,1852,0
10467,speech come monica,Mrs. Geller,3,1852,1
10468,speech come monica,Mrs. Geller,3,1853,0
10469,come,Ross,3,1853,1
10470,come,Ross,3,1854,0
10471,come speech,All,3,1854,1
10472,come speech,All,3,1855,0
10473,hey chandler keep hand one second,Mr. Geller,0,1855,1
10474,hey chandler keep hand one second,Mr. Geller,0,1856,0
10475,think nice,Mrs. Geller,3,1856,1
10476,well maybe stupid,Rachel,4,1857,0
10477,well monica dancing first time knew woman wanted dance dance,Chandler,3,1857,1
10478,well monica dancing first time knew woman wanted dance dance,Chandler,3,1858,0
10479,oh crap,Monica,0,1858,1
10480,right,Monica,4,1859,0
10481,super figure,Monica,4,1859,1
10482,hour electrician figure,Monica,5,1859,2
10483,seven pretty serious shock,Monica,5,1859,3
10484,officially give,Monica,1,1859,4
10485,thank god,Rachel,3,1859,5
10486,guess joey right nothing,Monica,3,1859,6
10487,right,Monica,4,1860,0
10488,super figure,Monica,4,1860,1
10489,hour electrician figure,Monica,5,1860,2
10490,seven pretty serious shock,Monica,5,1860,3
10491,officially give,Monica,1,1860,4
10492,guess joey right nothing,Monica,3,1860,5
10493,see totally lost,Phoebe,0,1860,6
10494,conscious men city two,Chandler,5,1861,0
10495,anyone,Monica,4,1861,1
10496,anyone,Monica,4,1862,0
10497,yeah feel kinda responsible,Phoebe,0,1862,1
10498,yeah feel kinda responsible,Phoebe,0,1863,0
10499,ca believe said woowoo even say woowoo,Joey,1,1863,1
10500,ca believe said woowoo even say woowoo,Joey,1,1864,0
10501,oh coming coming,Rachel,3,1864,1
10502,way forget,Rachel,3,1864,2
10503,mom,Joey,0,1864,3
10504,chandler got ta tell love mom book,Rachel,3,1864,4
10505,love book,Rachel,3,1864,5
10506,get plane without one,Rachel,3,1864,6
10507,mean cool,Rachel,3,1864,7
10508,oh coming coming,Rachel,3,1865,0
10509,folk come back talking new book unbound always interesting nora tyler bing,Jay Leno,4,1865,1
10510,might wan na put kid bed one,Jay Leno,4,1865,2
10511,chandler got ta tell love mom book,Rachel,3,1865,3
10512,love book,Rachel,3,1865,4
10513,get plane without one,Rachel,3,1865,5
10514,mean cool,Rachel,3,1865,6
10515,folk come back talking new book unbound always interesting nora tyler bing,Jay Leno,4,1866,0
10516,might wan na put kid bed one,Jay Leno,4,1866,1
10517,watch,Chandler,4,1866,2
10518,watch,Chandler,4,1867,0
10519,way forget,Rachel,3,1867,1
10520,exactly,Chandler,4,1867,2
10521,chandler got ta tell love mom book,Rachel,3,1867,3
10522,love book,Rachel,3,1867,4
10523,get plane without one,Rachel,3,1867,5
10524,mean cool,Rachel,3,1867,6
10525,yeah well would think cool eleven year old friend passing around page bitch,Chandler,1,1867,7
10526,mom,Joey,0,1868,0
10527,exactly,Chandler,4,1868,1
10528,yeah well would think cool eleven year old friend passing around page bitch,Chandler,1,1869,0
10529,chandler love mom think blast,Ross,3,1869,1
10530,thank,Joey,4,1870,0
10531,nice hot cider monica,Rachel,4,1870,1
10532,nice hot cider monica,Rachel,4,1871,0
10533,aww thank uh rach,Monica,4,1871,1
10534,yeah,Rachel,4,1871,2
10535,cinamon stick eraser,Monica,6,1871,3
10536,oh sorry,Rachel,6,1871,4
10537,oh oh excuse,Phoebe,4,1872,0
10538,ca put cigarette tree,Phoebe,0,1872,1
10539,yeah worked real well,The Smoking Woman,4,1872,2
10540,ever,Phoebe,0,1872,3
10541,wo next cigarette,The Smoking Woman,0,1872,4
10542,hold freeze punk,Phoebe,0,1872,5
10543,yeah right busted book,Phoebe,0,1872,7
10544,talking,The Smoking Woman,6,1872,8
10545,save red unless wan na spend night slammer apologize tree,Phoebe,1,1872,9
10546,apologize tree right calling backup backup backup,Phoebe,0,1872,11
10547,sorry sorry,The Smoking Woman,2,1872,12
10548,okay cancel backup cancel backup,Phoebe,4,1872,13
10549,shh get,Phoebe,2,1873,0
10550,oh,Rachel,4,1873,1
10551,oh,Rachel,4,1874,0
10552,ross,Joey,6,1874,1
10553,ross,Joey,6,1875,0
10554,come check,Joey,6,1875,2
10555,comet,Ross,4,1875,3
10556,look bug stuck tar right,Joey,6,1875,4
10557,joey come believe bring see comet one nature spectacular phenomenon care bug stuck tar woman,Ross,0,1875,5
10558,know,Joey,4,1875,6
10559,show,Ross,4,1875,7
10560,joey pipe holding door open,Ross,4,1875,9
10561,know yeah,Joey,3,1875,10
10562,joey,Ross,0,1875,11
10563,right hey look one wanted come look stupid,Joey,0,1875,12
10564,called comet okay hey hey bapstein well respected astronomer,Ross,0,1875,13
10565,oh,Joey,6,1875,14
10566,wow place incredible sting gave phoebe come secret passageway,Phoebe,3,1876,0
10567,hi,Trudie Styler,4,1876,1
10568,hi,Phoebe,4,1876,2
10569,trudie,Trudie Styler,4,1876,3
10570,must ben mum,Trudie Styler,4,1876,5
10571,else would,Phoebe,4,1876,6
10572,sit,Trudie Styler,4,1876,7
10573,sit,Trudie Styler,4,1877,0
10574,yeah,Rachel,4,1877,1
10575,hi game,Monica,4,1878,0
10576,well,Ross,4,1878,1
10577,unbelievable,Ross,3,1878,2
10578,like bug bunny cartoon bug playing position right instead bug first second third,Ross,3,1878,3
10579,ask guy question ever think alan maybe sometimes,Monica,4,1878,4
10580,dunno little alan,Monica,4,1878,6
10581,well,Ross,4,1879,0
10582,thank yes,All,3,1879,1
10583,unbelievable,Ross,3,1879,2
10584,like bug bunny cartoon bug playing position right instead bug first second third,Ross,3,1879,3
10585,thank yes,All,3,1880,0
10586,fantastic one question possible,Monica,6,1880,1
10587,fantastic one question possible,Monica,6,1881,0
10588,alan,Joey,4,1881,1
10589,alan,Joey,4,1882,0
10590,unbelievable,Ross,3,1882,1
10591,like bug bunny cartoon bug playing position right instead bug first second third,Ross,3,1882,2
10592,unbelievable,Ross,3,1883,0
10593,like bug bunny cartoon bug playing position right instead bug first second third,Ross,3,1883,1
10594,mean like like made u team,Rachel,3,1883,2
10595,well impossible never alan,Rachel,3,1883,3
10596,yeah uh innate adore,Ross,3,1883,4
10597,mean like like made u team,Rachel,3,1884,0
10598,yep sure showed hassidic jeweller thing two softball,Chandler,3,1884,1
10599,yep sure showed hassidic jeweller thing two softball,Chandler,3,1885,0
10600,ask guy question ever think alan maybe sometimes,Monica,4,1885,1
10601,dunno little alan,Monica,4,1886,0
10602,well impossible never alan,Rachel,3,1886,1
10603,unbelievable,Ross,3,1887,0
10604,like bug bunny cartoon bug playing position right instead bug first second third,Ross,3,1887,1
10605,yeah uh innate adore,Ross,3,1887,2
10606,personally could gallon alan,Chandler,3,1887,3
10607,well great time learned bake ate great food first gotten since seventh grade,Joey,3,1888,0
10608,oh look acting beginner want feel good,Monica,2,1888,1
10609,hell,Joey,6,1888,2
10610,okay,Monica,4,1888,3
10611,okay,Monica,4,1889,0
10612,right let start basic anybody tell difference upstage downstage,The Acting Teacher,4,1889,1
10613,right let start basic anybody tell difference upstage downstage,The Acting Teacher,4,1890,0
10614,yeah stupid idea,Joey,1,1890,1
10615,driving crazy,Joey,0,1891,0
10616,okay stop,Chandler,4,1891,1
10617,stop move bowl away ross could make shot,Joey,0,1891,2
10618,well suck least suck man game,Joey,0,1891,3
10619,wan na play,Chandler,4,1891,4
10620,chandler ca playing game ross gon na home soon,Joey,4,1891,5
10621,write five whole page gon na stick schedule,Joey,4,1891,6
10622,well play next minute write get home,Chandler,4,1891,7
10623,right uh listen say crank notch,Joey,3,1891,8
10624,intrigued,Chandler,4,1891,9
10625,right need little lighter fluid,Joey,4,1891,10
10626,okay careful okay wan na get security deposit back,Chandler,3,1891,11
10627,yeah think said invented hammer dart,Joey,3,1891,12
10628,even remember part wall spackle,Chandler,4,1891,13
10629,uh yeah right,Joey,4,1891,14
10630,hey rach friend okay would like tiki death punch,Monica,3,1892,0
10631,weeeell rum,Monica,4,1892,2
10632,sure soon,Monica,4,1893,0
10633,yeah honey would miss,Rachel,4,1893,1
10634,yeah honey would miss,Rachel,4,1894,0
10635,relax nine centimeter baby zero station,Joey,4,1894,1
10636,relax nine centimeter baby zero station,Joey,4,1895,0
10637,really frightening,Chandler,2,1895,1
10638,somebody wan na help tryin rip heart uh great anybody seen nipple,Chandler,2,1895,2
10639,really frightening,Chandler,2,1896,0
10640,somebody wan na help tryin rip heart uh great anybody seen nipple,Chandler,2,1896,1
10641,right ten centimeter go,Dr. Franzblau,4,1896,2
10642,right ten centimeter go,Dr. Franzblau,4,1897,0
10643,right honey time start pushing,Nurse,4,1897,1
10644,right honey time start pushing,Nurse,4,1898,0
10645,yet,Carol,2,1898,1
10646,yet,Carol,2,1899,0
10647,sorry ca tell baby wait,Dr. Franzblau,4,1899,1
10648,oh god,Carol,2,1899,2
10649,go mona umm think time conversation thing u,Ross,3,1900,0
10650,yeah think suggested,Mona,4,1900,1
10651,aw umm well like love umm know hanging,Ross,3,1900,2
10652,lot fun,Ross,3,1900,3
10653,okay,Mona,4,1900,4
10654,mean point spending time someone fun,Ross,4,1900,5
10655,got ta got ta going somewhere right,Ross,3,1900,6
10656,going,Ross,4,1900,7
10657,ah,Ross,6,1900,8
10658,real question,Ross,4,1900,9
10659,answer going,Ross,3,1900,10
10660,know thinking fun fine like ten year ago know getting younger,Ross,4,1900,11
10661,mean,Ross,2,1900,12
10662,sorry umm,Mona,5,1900,13
10663,drum roll,Phoebe,4,1901,0
10664,okay okay right help mark john,Chandler,4,1901,1
10665,right look serious okay tomorrow going courthouse,Chandler,4,1901,2
10666,actually going,Phoebe,6,1901,3
10667,hey look name holding back entire life,Chandler,0,1901,4
10668,okay probably kid picked school never well clock tomorrow either gon na mark johnson john markson,Chandler,4,1901,5
10669,got problem,Phoebe,0,1901,6
10670,name,Phoebe,5,1901,7
10671,right got stop,Phoebe,0,1901,8
10672,chandler great name,Phoebe,0,1901,9
10673,fact yes sorry,Phoebe,5,1901,10
10674,know really wanted name baby joey eh gon na gon na name baby chandler,Phoebe,4,1901,11
10675,okay okay right help mark john,Chandler,4,1902,0
10676,nah tall enough mark might make good barney,Joey,4,1902,1
10677,right look serious okay tomorrow going courthouse,Chandler,4,1902,2
10678,hey look name holding back entire life,Chandler,0,1902,3
10679,okay probably kid picked school never well clock tomorrow either gon na mark johnson john markson,Chandler,4,1902,4
10680,damn thought going romantic hell,Ross,6,1903,0
10681,look saw best friend brain smeared across canvas gon na,Student,5,1904,0
10682,wow good tweezer,Joey,6,1904,1
10683,whoa really good,Joey,6,1904,3
10684,thanks suggestion,Student,4,1904,4
10685,sex ursula,Phoebe,6,1905,0
10686,uh little bit walked thought kissed,Eric,2,1905,1
10687,notice wearing different clothes,Phoebe,6,1905,2
10688,well excited see,Eric,5,1905,3
10689,oh ew ew ew ugh know weird,Phoebe,1,1905,4
10690,want lose,Eric,2,1905,6
10691,like saying ursula making love thought yeah weird,Eric,5,1905,7
10692,guess,Phoebe,5,1905,8
10693,yeah maybe best smell like,Eric,5,1905,9
10694,yeah,Phoebe,0,1905,10
10695,hey,Phoebe,3,1906,0
10696,hi,Rachel,4,1906,1
10697,shopping make feel better ross,Phoebe,4,1906,2
10698,manhattan enough store,Rachel,5,1906,3
10699,well,Phoebe,4,1906,4
10700,yeah need bring photo ross,Phoebe,4,1906,6
10701,small piece chocolate,Phoebe,4,1906,8
10702,okay,Rachel,4,1907,0
10703,okay talk getting serious relationship,Chandler,5,1907,1
10704,okay talk getting serious relationship,Chandler,5,1908,0
10705,know getting marriage mean talk meant,Janice,2,1908,1
10706,right think happening soon,Chandler,3,1908,2
10707,oh soon schmoon face honey letting get away time,Janice,5,1908,3
10708,hear ya unfortunately company transferring overseas,Chandler,1,1908,4
10709,oh paris,Janice,6,1908,5
10710,paris,Chandler,4,1908,6
10711,london rome vienna barcelona,Janice,3,1908,7
10712,okay could stop talking second yemen right yes transferred yemen,Chandler,0,1908,8
10713,know exactly,Chandler,4,1908,10
10714,ugh well soak every chandler bing moment come,Janice,5,1908,11
10715,know time tomorrow,Chandler,3,1908,12
10716,ooh oh,Phoebe,3,1909,0
10717,great go get,Joey,3,1909,1
10718,wait second maybe go first,Phoebe,4,1909,2
10719,really type,Joey,4,1909,3
10720,drake remoray ask question see like people tell doctor everything,Phoebe,4,1909,4
10721,lately guy meet seem really nice first turn biggest jerk,Phoebe,5,1909,5
10722,attract stinker,Joey,5,1909,6
10723,chandler,Woman,4,1910,0
10724,tedlock looking lovely today may say,Chandler,4,1910,1
10725,oh listen,Chandler,4,1910,2
10726,prank memo nothing,Chandler,4,1910,3
10727,really,Chandler,3,1910,4
10728,nothing,Chandler,4,1910,5
10729,really,Chandler,3,1910,6
10730,nothing,Chandler,4,1910,7
10731,tedlock looking lovely today may say,Chandler,4,1911,0
10732,yes well kostelick want stop office end day,Mrs. Tedlock,4,1911,1
10733,oh listen,Chandler,4,1911,2
10734,prank memo nothing,Chandler,4,1911,3
10735,really,Chandler,3,1911,4
10736,nothing,Chandler,4,1911,5
10737,really,Chandler,3,1911,6
10738,nothing,Chandler,4,1911,7
10739,know move together get gumball machine,Chandler,4,1912,0
10740,course joey let one,Monica,5,1912,1
10741,come sweet surprisingly strict,Chandler,5,1912,2
10742,hey figured way tell moving,Monica,4,1912,3
10743,keep trying know,Chandler,0,1912,4
10744,get joey lose nerve always finish bathroom,Chandler,5,1912,5
10745,may think sick,Chandler,4,1912,6
10746,know really tell rachel get,Monica,4,1912,7
10747,know next time see gon na tell,Monica,4,1912,8
10748,oh gon na work gon na order around time,Chandler,3,1912,10
10749,pretty much,Monica,4,1912,11
10750,right,Chandler,4,1912,12
10751,keep trying know,Chandler,0,1913,0
10752,get joey lose nerve always finish bathroom,Chandler,5,1913,1
10753,may think sick,Chandler,4,1913,2
10754,right,Chandler,4,1913,3
10755,hey monica,Joey,3,1913,4
10756,know really tell rachel get,Monica,4,1914,0
10757,know next time see gon na tell,Monica,4,1914,1
10758,hey monica,Joey,3,1914,3
10759,hi,Monica,3,1914,4
10760,hey man feeling better,Joey,4,1914,5
10761,joey something tell,Monica,4,1914,6
10762,oh god pregnant,Joey,6,1914,7
10763,yeah get married vega married vega,Phoebe,4,1915,0
10764,talking get married vega married everywhere,Monica,4,1915,1
10765,really,Phoebe,6,1915,2
10766,yeah,Monica,4,1915,3
10767,oh god eh well,Phoebe,6,1915,4
10768,see guy classic soon leave going straight porn,Monica,1,1916,0
10769,gon na go counter,Richard,4,1916,1
10770,yeah,Monica,4,1916,2
10771,missed,Richard,3,1916,3
10772,wan na get hamburger something,Richard,4,1916,5
10773,yes yes yes yes awww,The Guys,3,1917,0
10774,hey thanksgiving instead watching football could help,Phoebe,0,1917,1
10775,okay rachel wan na put marshmellows concentric circle,Monica,4,1918,1
10776,okay rachel wan na put marshmellows concentric circle,Monica,4,1919,0
10777,mon,Rachel,4,1919,1
10778,every year,Monica,4,1919,2
10779,hey ross,Phoebe,3,1920,0
10780,die hard,Chandler,4,1920,1
10781,die hard,Chandler,4,1921,0
10782,yep hey say make double feature,Joey,4,1921,1
10783,rent,Chandler,4,1921,2
10784,die hard,Joey,4,1921,3
10785,joey,Chandler,4,1921,4
10786,oh well watch second time,Joey,4,1921,5
10787,see thing want get joey get worked start calling everybody bitch,Chandler,4,1921,6
10788,talking bitch,Joey,0,1921,7
10789,oh well watch second time,Joey,4,1922,0
10790,joey,Ross,4,1922,1
10791,cool see yeah,Ross,3,1922,3
10792,die hard,Ross,4,1922,4
10793,dude say,Ross,4,1922,5
10794,cool see yeah,Ross,3,1923,0
10795,die hard,Ross,4,1923,1
10796,dude say,Ross,4,1923,2
10797,yeah got uh got plan,Chandler,4,1923,3
10798,well john mcclane plan,Ross,0,1923,4
10799,see thing want get joey get worked start calling everybody bitch,Chandler,4,1923,5
10800,good hey thought paper punctuated equilibrium devonian era top notch,Phoebe,3,1924,0
10801,stop going stuff,Ross,0,1924,1
10802,hey rach seen charlie anywhere,Ross,4,1924,2
10803,smarter,Ross,4,1924,3
10804,stop going stuff,Ross,0,1925,0
10805,hey,Rachel,3,1925,1
10806,hey rach seen charlie anywhere,Ross,4,1925,3
10807,smarter,Ross,4,1925,4
10808,hey,Rachel,3,1926,0
10809,hey,Monica,3,1926,1
10810,wanted let know changed mind gon na gon na kiss joey,Rachel,0,1926,2
10811,ca friend hooking bad idea,Monica,2,1926,3
10812,please chandler,Rachel,0,1926,4
10813,different drunk stupid,Monica,0,1926,5
10814,well hello,Rachel,0,1926,6
10815,guy got phone number kiss one,Monica,4,1926,7
10816,could could want want kiss joey,Rachel,0,1926,8
10817,alright think big mistake decision,Monica,4,1926,9
10818,gon na,Rachel,3,1926,10
10819,ca stop,Monica,4,1926,11
10820,oh hey gunther check,Ross,3,1927,0
10821,yeah chandler crack,Gunther,3,1927,1
10822,yeah chandler crack,Gunther,3,1928,0
10823,hey ross listen want anything drink cause heading,Joey,4,1928,1
10824,nah okay right gunther,Joey,4,1928,2
10825,wink put apron,Gunther,0,1928,3
10826,okay see asking paying customer put apron,Joey,5,1928,4
10827,hey ross listen want anything drink cause heading,Joey,4,1929,0
10828,uh yeah take coffee thanks man,Ross,4,1929,1
10829,sure coffee cause going,Joey,3,1929,2
10830,sure coffee cause going,Joey,3,1930,0
10831,friendly,Joey,0,1930,2
10832,joey honey think supposed go back,Rachel,0,1930,3
10833,nah okay right gunther,Joey,4,1930,4
10834,thank,Monica,4,1931,1
10835,thank,Monica,4,1932,0
10836,guy need anything cause heading,Joey,4,1932,1
10837,got,Joey,4,1932,2
10838,joey,Monica,6,1932,3
10839,friendly,Joey,0,1932,4
10840,okay see asking paying customer put apron,Joey,5,1932,5
10841,joey work,Monica,6,1932,6
